Account_Length_days,Voicemail_Messages,Call_mins_day,Call_mins_eve,Call_mins_night,CustomerService_Calls,International_Calls,Customer_Age,Customer_Gender,Churn
141,36,187.5,241.4,229.5,0,5,39,male  ,no 
37,20,264.7,216.5,210.7,0,7,51,male  ,no 
101,0,183.9,255.9,275,1,0,63,female,no 
80,0,198.1,156.7,182.1,3,3,73,female,no 
52,20,133.3,184.1,272.9,0,0,56,female,no 
41,34,194.4,254.9,160.2,0,9,54,male  ,no 
116,0,229.3,184.5,168.2,2,0,26,male  ,no 
155,26,211.7,139.2,146.7,1,3,21,male  ,no 
89,0,141.1,249.1,136,2,2,28,female,no 
96,40,108.6,206.4,126.3,0,4,48,male  ,no 
87,0,189.5,204.9,221.7,1,3,32,female,no 
63,0,207.6,229,162.6,0,0,52,female,no 
95,0,198.4,235.9,325.6,0,3,26,male  ,no 
83,0,195,210.5,180.6,0,0,20,female,no 
127,27,2.6,254,242.7,3,5,42,female,no 
127,0,220.2,188.4,172.7,2,0,69,male  ,no 
115,0,127.7,182.9,172.9,1,7,37,male  ,no 
64,0,261.9,148.1,145.2,0,0,37,male  ,no 
181,40,105.2,341.3,165.7,2,3,23,male  ,no 
135,27,273.4,154,245.8,0,6,34,male  ,no 
176,23,283.2,162.6,177.7,1,6,46,female,no 
148,0,153.6,262.1,225.5,2,3,22,female,no 
104,0,264,132.2,177.7,3,0,22,female,no 
102,0,233.8,221.6,146.9,0,0,37,female,no 
89,0,89.7,179.8,145.7,2,4,53,female,no 
96,0,260.4,146,269.5,0,4,41,female,no 
51,26,236.8,263.4,181.1,0,8,33,male  ,no 
116,0,51.1,208.6,198,1,3,28,female,no 
121,0,207.9,210.5,109.6,2,2,70,male  ,no 
95,20,165.7,215.6,243.3,0,6,29,male  ,no 
72,0,166.5,261,262.7,0,5,43,female,no 
175,0,132,231.2,313.4,0,10,36,female,no 
232,0,165.6,195.9,118.3,1,3,36,male  ,no 
84,33,159.1,149.8,213.4,1,18,28,female,no 
100,0,78.7,225.6,150.4,0,8,42,male  ,no 
56,29,37.7,144.1,226.6,1,3,21,female,no 
23,0,190.2,166.4,219.8,6,0,41,male  ,no 
119,0,230.4,225,198.5,0,6,32,female,no 
60,0,23,235.8,224.9,0,6,22,male  ,no 
116,27,175.5,210.6,294.8,0,5,24,male  ,no 
75,0,138.5,153.2,215.6,1,7,19,female,no 
139,23,80,247,259.2,0,2,18,female,no 
114,0,202.1,195.7,291.8,0,5,44,female,no 
163,23,224,233.5,293.9,1,4,34,female,no 
100,0,115.9,111.3,170.2,1,4,35,male  ,no 
110,0,135.1,205.2,166.3,1,4,22,female,no 
139,0,203.2,152.5,197.8,2,0,23,male  ,no 
70,0,208.7,275.5,182.5,0,3,35,male  ,no 
12,0,204.6,212.5,182.1,0,0,34,male  ,no 
130,0,211.2,231.1,220.9,0,9,19,male  ,no 
73,0,187.8,149.2,201.4,2,4,28,male  ,no 
64,19,291.1,226.7,219.1,1,0,19,male  ,no 
48,0,128.2,48.1,116.3,0,3,43,female,no 
96,27,261.3,220.9,179.4,0,2,33,male  ,no 
67,41,174.7,160.6,155.3,0,1,45,male  ,no 
68,0,231.1,153.4,191.3,3,0,19,male  ,no 
202,0,115.4,178.7,185.7,3,3,19,female,no 
107,30,198.9,207,159.8,3,0,67,male  ,no 
78,0,140.7,195.2,252.9,0,0,68,male  ,no 
160,0,256,187.4,119.1,3,0,36,male  ,no 
86,0,216.3,266.3,214,0,0,24,female,no 
82,34,232.6,153.2,286.7,0,3,32,male  ,no 
141,37,185.4,178.5,218.3,0,0,46,female,no 
100,0,247.8,130,134.3,1,2,34,male  ,no 
66,0,207.7,196.7,261.7,0,3,30,female,no 
114,28,225.8,193,232.4,0,9,26,male  ,no 
141,0,126.9,180,140.8,1,2,18,male  ,no 
189,0,227.4,176,206.1,0,4,24,male  ,no 
86,32,70.9,166.7,244.9,3,5,23,female,no 
43,0,199.9,288.4,180.6,0,7,32,female,no 
57,0,189.3,174.9,221.9,0,0,19,male  ,no 
99,28,200.7,264.2,172.7,1,5,31,male  ,no 
47,28,141.3,168,113.5,1,2,32,female,no 
110,40,202.6,118.8,234.9,2,0,67,male  ,no 
30,0,137.6,162,187.7,3,10,68,male  ,no 
100,25,215.9,257.9,180.2,0,4,55,male  ,no 
163,0,197.2,188.5,211.1,0,0,37,female,no 
27,0,236.7,231.9,164.7,1,6,35,female,no 
135,22,197.1,259.4,134.7,0,0,25,male  ,no 
78,0,137.4,237.6,206.7,3,0,34,female,no 
155,0,184.6,196,226.5,0,0,33,male  ,no 
152,0,101.2,141.6,198.5,2,3,22,female,no 
101,0,206.6,224.9,249.9,0,3,21,male  ,no 
161,0,189.6,267.4,184.5,1,6,21,female,no 
74,0,221.1,110.8,240.1,0,0,23,male  ,no 
70,0,59.5,257.2,208.3,0,6,71,male  ,no 
64,0,113.8,192.3,214.9,3,1,28,male  ,no 
114,31,174.5,224.2,116.3,2,10,22,male  ,no 
130,26,257.2,224.3,204,0,4,55,female,no 
43,0,179.3,252.7,227.5,0,5,37,female,no 
7,0,206.7,281.1,158.5,0,5,43,male  ,no 
80,0,206.3,154.9,263.6,0,12,41,male  ,no 
116,0,192.1,312.9,130.2,3,2,37,male  ,no 
135,0,173.4,222,64.2,1,6,29,male  ,no 
158,0,222.8,203,210.6,2,2,25,male  ,no 
67,0,152.5,252.4,185.4,0,0,18,male  ,no 
102,0,129.5,354.2,145.5,1,3,28,male  ,no 
81,0,129.9,230.1,140.5,0,3,25,female,no 
48,34,198,273.7,217.9,0,4,27,male  ,no 
98,29,179.9,189.2,164.3,3,7,21,male  ,no 
68,0,178.7,252.3,255.7,0,4,20,female,no 
43,0,159.5,119.7,173.9,2,3,20,female,no 
35,0,260.8,258.1,131.3,0,2,61,male  ,no 
67,34,161.7,207.6,205.7,0,0,32,female,no 
120,0,150.6,119,232.9,1,2,46,male  ,no 
76,0,203.6,161.7,175.9,0,3,41,male  ,no 
132,39,175.7,187.2,225.5,0,0,66,female,no 
117,0,144.6,258.8,253.2,0,9,30,female,no 
105,0,232.6,253.4,154,1,9,42,male  ,no 
155,0,71.2,304.4,183.3,0,0,69,female,no 
105,0,211.1,176.7,221.5,0,7,37,male  ,no 
98,0,236.2,189.4,153.6,0,0,18,male  ,no 
51,0,197.8,221,168.6,0,0,27,male  ,no 
36,0,253.4,182.4,275.8,1,0,18,female,no 
99,0,190.4,158.1,271.5,2,4,38,female,no 
66,0,256.3,180.2,187.3,2,7,37,male  ,no 
150,28,174.4,169.9,201.6,1,0,26,male  ,no 
116,0,173.5,194.1,208,3,0,29,male  ,no 
149,0,187.6,201.4,264.2,0,1,41,male  ,no 
129,0,161.3,220.6,224.7,0,0,21,male  ,no 
132,0,181.1,314.4,246.7,2,9,56,male  ,no 
83,0,78.1,239.3,144.4,1,4,27,female,no 
67,31,175.2,199.2,219.8,0,0,27,female,no 
28,0,168.2,161.7,192.4,3,3,52,female,no 
30,0,227.4,182.5,191.7,0,0,35,male  ,no 
148,0,218.7,155.6,277.4,0,5,42,male  ,no 
103,0,185,223.3,222.8,2,2,59,male  ,no 
164,0,123.3,170,165.9,1,2,26,male  ,no 
128,29,179.3,225.9,323,0,0,57,female,no 
106,9,88.5,324.8,79.9,3,4,65,male  ,no 
116,12,221,151,179,2,0,68,male  ,no 
90,22,124.5,231.7,222.2,1,0,42,male  ,no 
23,31,156.6,161.5,294.6,1,6,34,male  ,no 
121,0,181.5,218.4,161.6,1,0,44,male  ,no 
106,0,158.6,220,252.9,0,3,35,female,no 
90,0,246.4,160.3,170.9,1,0,41,female,no 
78,0,191.7,241.4,203.5,1,5,33,male  ,no 
115,0,206.2,176.4,297.1,0,7,40,male  ,no 
138,0,194.3,189.9,232.2,5,3,56,male  ,no 
90,0,109.6,137.6,159.7,2,5,41,male  ,no 
126,27,186.2,189.6,76.5,2,3,35,female,no 
72,21,138.1,260.1,135.4,2,2,59,male  ,no 
152,0,228.1,136.4,197.3,1,0,65,male  ,no 
80,30,184.2,167.5,212.8,0,0,27,female,no 
87,21,214,180,134.5,0,5,30,female,no 
145,0,175.8,274.3,226.6,0,4,36,male  ,no 
16,0,209.5,172.8,94.1,1,4,41,male  ,no 
123,32,212.3,251.5,208.7,0,2,71,female,no 
128,25,265.1,197.4,244.7,1,0,22,female,no 
181,0,229.9,144.4,262.4,2,4,35,female,no 
84,0,159,167.9,167.6,1,5,25,female,no 
138,0,127.1,247.7,207.7,0,0,27,male  ,no 
66,0,205.1,232.7,259.9,0,0,38,male  ,no 
80,0,105.8,43.9,189.6,0,5,40,female,no 
45,22,196.6,313.2,163.3,0,3,25,male  ,no 
108,0,169.6,264.1,206.3,0,4,57,female,no 
55,0,189,118.5,248.1,0,0,53,male  ,no 
114,4,141.3,230.4,223.7,0,0,37,male  ,no 
158,0,205.2,240.6,79.7,0,12,64,male  ,no 
127,0,107.9,187,218.5,0,0,25,female,no 
145,0,129.4,185.4,204.7,2,2,20,male  ,no 
126,0,175.4,98.3,201.9,0,1,39,male  ,no 
89,0,192.1,163.6,169.7,0,3,32,male  ,no 
64,40,210,232.7,168.8,8,4,20,female,no 
119,26,132,173.3,203.5,1,5,46,female,no 
109,0,153.1,234.1,329.2,3,0,36,female,no 
131,30,174,205.3,218.2,0,0,20,female,no 
88,0,148.2,308.7,235.4,0,4,38,female,no 
126,31,278,253.2,223.2,0,4,31,male  ,no 
170,37,178.1,242.8,243,0,4,66,female,no 
193,17,124,202.9,205.1,1,3,19,male  ,no 
111,0,99.3,270.5,225.3,0,0,58,male  ,no 
67,0,171.7,110.4,195.4,2,4,48,female,no 
63,0,164.5,147.9,252.7,0,0,23,female,no 
87,0,198.3,187,133.5,2,4,43,female,no 
50,0,157.1,223.3,181.4,1,0,29,female,no 
31,0,165.4,203.7,201.7,1,0,51,female,no 
75,26,118.5,213.9,132.6,2,3,47,female,no 
106,0,207.9,172,191.8,4,0,61,female,no 
161,0,151.6,219.4,224.7,0,0,52,male  ,no 
114,0,84.7,249.9,193.4,1,8,18,female,no 
68,0,222.1,199.4,162.4,0,0,40,female,no 
121,0,215.6,192.9,144,5,0,46,male  ,no 
160,0,206.3,241.1,227.8,0,6,57,female,no 
72,0,253,219.3,210.8,0,4,41,male  ,no 
106,37,223.5,235.1,140.1,0,0,40,female,no 
50,0,301.7,167.1,72.2,1,6,58,female,no 
61,33,270.7,200.7,201.7,0,3,20,female,no 
107,27,283.4,224.1,241.3,2,7,56,male  ,no 
113,0,204.3,188.8,139.4,1,7,39,female,no 
131,24,135.9,233.2,210.6,1,0,42,male  ,no 
51,0,232.4,187.4,231.2,0,3,28,female,no 
92,0,201.9,226.8,217.5,0,6,19,male  ,no 
148,0,203,150.9,245.5,0,0,24,male  ,no 
190,0,182.2,212.3,233,2,4,60,male  ,no 
37,0,233.7,207.9,212.7,0,2,61,female,no 
137,0,110.5,223.2,169.5,3,3,64,female,no 
13,0,58.4,262.2,159,1,5,47,male  ,no 
88,17,219.5,222.1,188.3,1,5,24,male  ,no 
90,0,167.5,139.1,138.4,1,1,34,male  ,no 
139,0,139,132.9,272,0,0,29,female,no 
90,0,145.6,197.1,294.5,0,4,43,female,no 
111,0,152.2,137.2,185.9,0,3,30,male  ,no 
92,47,141.6,207.9,203.6,0,0,18,male  ,no 
58,29,240.4,118.9,164.2,1,3,36,male  ,no 
77,0,189.5,207,214.1,0,7,29,male  ,no 
64,0,174.5,180.2,179,2,2,43,male  ,no 
97,0,143.7,273,178.3,0,0,34,female,no 
189,0,227.8,169.5,201.1,0,0,46,male  ,no 
200,0,128.2,133.2,177.6,1,2,19,female,no 
105,42,101.9,223.1,241.6,0,0,42,male  ,no 
48,0,171.9,159,139.5,2,3,49,male  ,no 
13,0,143.1,239.6,221.7,0,0,18,male  ,no 
67,0,138.9,208.9,232.4,2,0,31,female,no 
72,0,217.8,189.7,182.6,0,0,19,male  ,no 
47,37,163.5,203.1,232,0,0,36,female,no 
168,22,175.9,211.7,174.5,2,0,68,female,no 
22,0,160.4,218.1,192.9,1,0,39,female,no 
32,26,266.7,232.3,212.8,1,0,32,male  ,no 
71,0,243.7,60,189,0,2,67,female,no 
59,0,151.8,209.9,266.9,1,5,33,male  ,no 
158,0,220.9,242.2,233.3,0,0,37,male  ,no 
84,12,89.7,138.6,165.8,1,2,59,female,no 
106,30,220.1,222.2,158.4,0,0,20,female,no 
96,33,183.3,201.4,177.4,3,0,22,male  ,no 
92,0,249.4,211.5,169,0,3,37,female,no 
51,0,259.9,176.2,77.2,1,1,38,female,no 
70,24,249.5,259.7,222.7,1,0,37,male  ,no 
52,0,165.5,205.5,213.6,0,0,34,male  ,no 
81,31,210.4,225.5,168.7,0,0,59,female,no 
163,0,191.3,193.9,268.4,0,4,32,male  ,no 
73,47,173.7,204,174.6,2,0,26,female,no 
182,24,128.1,143.4,191,1,3,50,female,no 
68,30,122.9,233.5,199.5,2,0,23,male  ,no 
174,0,190.3,252.7,220.6,0,9,42,male  ,no 
97,0,209.2,0,175.4,1,6,20,male  ,no 
83,0,132.4,121.6,197.7,1,2,28,male  ,no 
13,0,146.4,148.5,216.7,1,3,65,female,no 
74,0,102.7,149.3,188.1,0,5,39,female,no 
103,31,107.7,188.9,196.2,0,3,37,male  ,no 
180,0,143.5,189.3,174.9,3,5,38,male  ,no 
107,0,194.4,247.8,245.4,0,7,32,female,no 
112,0,214.8,209.7,164.4,0,0,38,female,no 
102,0,200.6,152.5,199.4,3,0,67,male  ,no 
67,0,167.8,167.7,110.3,1,12,24,female,no 
55,0,269.6,171.7,219,0,6,41,female,no 
126,0,226.2,140.3,208.9,0,0,44,male  ,no 
97,0,239.8,214.8,143.3,0,0,18,male  ,no 
84,0,130.2,278,305.4,2,0,26,male  ,no 
95,0,183.4,281.3,105.2,1,0,52,female,no 
69,0,196.1,236.8,182.3,0,1,34,male  ,no 
79,0,222.3,146.2,275.6,0,4,55,female,no 
162,0,115.1,196.8,212.4,2,3,23,female,no 
94,0,170.1,271.8,110.7,1,0,27,male  ,no 
33,0,184.4,203.8,237.4,3,5,62,male  ,no 
158,0,202,163.5,195.4,1,0,23,male  ,no 
105,27,141.2,167.7,274.4,0,0,37,female,no 
180,0,143.3,180.5,184.2,1,4,54,male  ,no 
58,0,210.1,248.9,158.6,4,2,58,male  ,no 
42,32,163.8,177.8,190.4,0,5,35,male  ,no 
67,0,129,188,235,2,0,25,male  ,no 
27,0,227.4,248,61.4,1,6,23,female,no 
132,25,113.2,269.9,229.1,0,7,55,female,no 
116,27,204.7,209.4,212.9,2,2,44,male  ,no 
108,0,138.6,172.3,231.6,1,0,22,male  ,no 
124,0,157.5,130.7,193.4,3,4,32,male  ,no 
75,0,150.6,301.5,158.7,0,5,23,male  ,no 
81,0,250.6,187.9,120.3,1,0,19,male  ,no 
120,27,153.5,194,256.5,0,0,25,male  ,no 
64,0,219.6,303.3,154.5,0,5,41,male  ,no 
156,0,277,238.3,94.4,0,3,24,male  ,no 
58,43,142.8,272.3,193.4,0,0,22,male  ,no 
22,0,110.3,166.5,202.3,0,5,50,female,no 
95,0,157.3,197.5,128.2,2,4,21,male  ,no 
73,0,194.8,167.2,100.3,1,6,38,female,no 
104,0,138.7,256.9,234.9,0,3,35,male  ,no 
183,31,171.2,193.6,196.5,1,0,39,female,no 
138,0,170.5,118.2,187.9,2,7,42,female,no 
73,0,122,138.3,224.2,1,5,69,male  ,no 
120,40,128.1,247.7,199.7,0,0,29,female,no 
147,0,183.8,164.7,111,1,4,61,female,no 
21,0,225,244.2,221.2,0,4,22,female,no 
140,0,231.9,160.1,110.4,3,6,52,female,no 
122,28,166,233.9,170.1,2,0,65,male  ,no 
71,0,141.2,149.1,171.4,2,2,49,female,no 
112,29,198.8,238.6,289.5,1,0,39,female,no 
4,0,145.3,303.8,206.1,0,4,51,male  ,no 
161,0,221.7,193,194.1,0,0,57,female,no 
94,0,174,241.1,207.8,1,1,38,female,no 
149,0,180.9,194.9,197.8,3,0,27,female,no 
100,0,219.4,225.7,255.3,4,0,54,female,no 
160,0,166.8,236,307.6,1,0,52,male  ,no 
77,0,169.4,184.9,234.3,0,0,22,female,no 
75,0,190.5,178.4,162.4,1,5,31,female,no 
52,0,215.9,217,342.8,1,2,38,male  ,no 
132,0,121.5,253,195.7,1,0,38,male  ,no 
54,39,117.6,159.2,236.4,2,10,64,male  ,no 
26,0,234.5,216.5,191.6,3,6,37,male  ,no 
68,0,148.8,246.5,129.8,3,3,34,female,no 
131,23,170.8,236.7,294.5,1,0,29,male  ,no 
125,39,236.1,289.2,175.4,2,0,22,male  ,no 
88,28,190.6,237.3,211.6,2,1,23,male  ,no 
121,0,134.1,195.1,159.6,2,2,68,female,no 
63,32,30.9,187,230.8,1,7,29,female,no 
165,0,216.6,190.8,224.7,0,8,40,female,no 
163,0,223,227,188.3,1,5,18,male  ,no 
118,36,294.9,165.7,189.2,0,5,20,male  ,no 
83,0,231.3,210.4,217.4,0,2,37,female,no 
13,25,176.6,172.7,104.5,2,5,72,male  ,no 
163,40,231.9,211.8,268.5,2,0,29,female,no 
122,0,173.6,91.7,211.7,3,7,30,male  ,no 
67,36,115.6,237.7,169.9,2,12,62,female,no 
125,0,206,198.1,135.9,0,3,35,male  ,no 
107,32,134.2,211.9,167.6,1,5,61,female,no 
79,0,220.9,192.2,161,1,0,35,male  ,no 
74,0,148.5,146.5,289.2,0,0,49,male  ,no 
142,0,84.8,136.7,250.5,2,6,41,male  ,no 
94,0,108,241.9,252.1,0,0,18,male  ,no 
77,0,144.9,151.3,252.4,2,0,18,male  ,no 
78,0,225.1,199.2,175.5,0,0,23,male  ,no 
149,20,147.8,276.8,149.9,0,0,34,female,no 
105,0,102.8,281.7,228.1,2,5,24,male  ,no 
68,39,142,241.6,302,0,5,27,male  ,no 
128,0,179.4,270.4,191,0,4,36,female,no 
171,17,186.9,240,200.9,1,3,62,male  ,no 
111,24,205.5,219.3,215.9,1,4,29,male  ,no 
130,0,176.3,201,161.9,1,5,60,female,no 
138,0,251,91.2,142.2,3,3,42,male  ,no 
86,0,126.3,168.8,154.6,2,7,33,female,no 
42,0,196.5,241.3,143.2,0,0,53,male  ,no 
112,23,286.6,315.3,193.9,1,6,37,male  ,no 
64,27,201.3,143.8,150.2,1,3,23,male  ,no 
49,28,214.4,235.2,206.2,0,13,38,male  ,no 
176,0,223.2,214.4,154.4,0,0,40,male  ,no 
75,0,111.7,237.3,253.5,0,0,19,male  ,no 
108,0,178.3,189,129.1,0,5,29,male  ,no 
100,38,224.7,294,290,0,6,35,female,no 
78,0,152.9,256.6,173.6,0,0,20,male  ,no 
117,0,239.9,174.8,209.5,0,2,30,female,no 
108,0,73.8,143.4,170.2,2,3,36,male  ,no 
97,0,168.6,259.2,279.8,1,0,60,female,no 
109,0,222.2,218.5,266,1,0,42,male  ,no 
47,30,33,241.4,226,0,4,33,male  ,no 
54,0,134.3,155.5,102.1,3,4,20,female,no 
100,38,177.1,163.7,242.7,0,0,35,female,no 
125,0,163.8,255.6,192.9,0,4,34,male  ,no 
155,0,216.7,144.3,135.3,2,1,32,female,no 
160,0,216.8,207.3,228.6,0,2,43,female,no 
104,0,138.7,215.4,164.3,2,4,20,male  ,no 
86,0,150.8,295.9,247.2,0,0,26,female,no 
118,0,154.8,244,159.6,0,0,42,female,no 
46,0,210.2,227.3,200.1,1,7,39,male  ,no 
74,0,162.7,292,183.3,0,6,37,female,no 
112,0,81.6,268.1,140.8,1,18,22,female,no 
54,33,112,208,150.3,2,4,70,female,no 
71,0,211.2,252.7,225.8,0,3,32,female,no 
35,0,179.2,283.3,285.4,2,7,60,female,no 
90,0,76.1,290.3,236.9,0,0,19,female,no 
109,0,175.6,238,198.4,1,6,24,male  ,no 
134,38,214.4,211.7,165,0,0,42,female,no 
112,0,174.5,259.3,170.5,0,0,48,female,no 
177,0,84.9,257.5,210.5,2,0,39,male  ,no 
115,0,200.2,244.9,190.9,1,3,19,male  ,no 
82,0,143.9,194.9,109.6,1,2,26,female,no 
155,39,183.3,205.1,263.7,0,7,30,female,no 
96,18,172.7,133.4,259.5,1,0,18,male  ,no 
100,0,166,236.1,134.3,1,4,20,male  ,no 
113,32,180.4,129.4,166.9,1,2,22,male  ,no 
137,0,109.8,230.5,255.8,0,0,36,male  ,no 
152,0,197.1,130.1,78.1,3,4,41,male  ,no 
101,0,209.6,228.8,172.4,0,2,37,female,no 
127,0,221,160.7,233.1,2,4,33,female,no 
105,0,213.4,204.9,179.7,0,0,28,female,no 
53,27,25.9,206.5,228.1,1,7,65,male  ,no 
108,41,171.6,136.1,183.4,0,7,33,female,no 
107,0,260.5,102.4,129.7,1,5,29,male  ,no 
96,45,248.8,140.3,263.6,0,2,18,male  ,no 
73,0,160.1,213.3,174.1,0,0,23,male  ,no 
51,0,183.1,160.1,311.8,0,3,39,male  ,no 
131,0,196.1,185.5,250,2,6,40,female,no 
177,0,189.5,176.3,225.9,0,0,38,male  ,no 
131,0,94.4,215.1,179.7,2,9,35,male  ,no 
189,0,219.9,143.3,130.6,1,7,23,male  ,no 
116,0,110.9,213.4,186.2,2,2,24,male  ,no 
35,0,158.6,130.4,229.8,2,5,33,male  ,no 
122,0,168.3,87.6,247.2,1,6,20,male  ,no 
9,16,88.5,178.8,228.7,2,3,48,female,no 
151,0,198.7,209.5,281.9,0,4,34,female,no 
91,24,93.5,183.4,240.7,0,3,66,female,no 
107,0,204.5,162.4,155,3,1,42,female,no 
118,39,153.8,123.3,117.8,1,6,50,male  ,no 
65,31,282.3,152,225.5,0,4,58,female,no 
78,0,220,179.9,188.2,0,0,30,female,no 
33,0,213.9,239.8,148.7,0,0,33,male  ,no 
52,24,170.9,201.4,159,2,5,55,male  ,no 
112,0,115.8,243.3,184.6,1,0,30,female,no 
99,0,254.4,159.3,264.4,0,5,35,male  ,no 
129,0,216,186.9,210.7,2,10,41,male  ,no 
74,27,154.1,195.3,276.7,4,2,21,male  ,no 
63,33,184.2,312.6,264,1,4,19,female,no 
103,28,121,270.4,160.5,2,0,68,male  ,no 
59,0,189.7,115.9,220.6,0,4,39,male  ,no 
118,39,91.5,219.9,229,2,8,19,male  ,no 
107,0,90.7,207.5,169.4,2,5,51,male  ,no 
102,31,125.3,141.2,168.2,3,2,32,female,no 
130,0,207.1,200.1,194.2,0,0,46,male  ,no 
127,14,143.2,169.9,221.6,1,1,44,female,no 
148,0,202,243.2,261.3,1,0,18,female,no 
112,0,217.1,205.2,185.7,0,0,36,female,no 
180,0,139,224.9,170.8,2,5,35,male  ,no 
129,27,196.6,180.6,245,1,5,22,male  ,no 
105,34,218.5,196.7,151.1,2,0,52,male  ,no 
132,0,190.1,182.2,279.8,0,2,67,female,no 
90,42,82,263.3,214.4,0,4,45,female,no 
99,0,95.4,207.2,136,1,5,52,male  ,no 
161,0,173.4,213.7,141.5,1,4,43,male  ,no 
166,0,197.9,251,138.3,0,0,18,male  ,no 
73,0,214.2,196.8,157.9,0,0,26,male  ,no 
87,0,228.7,163,154.1,1,0,27,female,no 
60,0,193.9,85,210.1,3,8,39,female,no 
123,27,218.7,163.4,173.8,0,0,42,female,no 
90,29,185.6,219.7,152.1,2,0,64,male  ,no 
122,0,234.1,200.2,237.4,0,9,35,female,no 
136,0,163.4,249.3,249.7,0,4,18,female,no 
97,28,283.1,185.4,312.8,1,8,21,female,no 
66,35,190.8,261.3,209.5,0,6,49,female,no 
221,24,180.5,224.1,205.7,0,3,26,male  ,no 
113,23,205,152,158.6,2,5,25,male  ,no 
68,0,158.8,211.8,198.1,1,0,32,female,no 
50,0,131.7,216.5,196.1,1,0,27,female,no 
74,31,249.4,209.5,180.6,4,2,41,female,no 
161,0,72.8,267.1,222.5,2,0,24,female,no 
109,0,162.6,154,209.7,0,4,44,male  ,no 
123,0,159.1,241.6,202.4,0,0,58,male  ,no 
139,0,221.3,157.8,192.5,1,0,52,male  ,no 
122,0,136.7,243.1,188.9,0,0,68,male  ,no 
129,0,139.5,289.3,129.4,0,0,28,female,no 
157,0,224.5,200.7,116.6,2,0,40,female,no 
143,0,133.4,223.9,180.4,1,13,23,male  ,no 
123,0,204.4,137.5,226,0,0,24,female,no 
43,0,27,160.9,279.5,3,3,55,male  ,no 
16,0,161.9,230.1,148.8,3,11,22,male  ,no 
60,0,220.6,211.1,249,0,3,29,male  ,no 
79,17,167.9,243.7,211.9,1,2,39,male  ,no 
65,0,111,219.8,202,1,14,23,male  ,no 
111,0,229.4,214.1,289.6,4,0,48,male  ,no 
85,30,173.1,247.2,158.7,1,0,33,male  ,no 
128,0,148.5,243,255.2,0,2,31,female,no 
69,0,185.3,219.1,243.6,0,5,37,female,no 
87,0,223.2,127.5,289.3,3,4,70,female,no 
44,0,204.6,205.2,164.6,0,0,37,female,no 
58,20,194.5,213.7,236.6,0,2,21,male  ,no 
72,0,207.8,195.7,184.8,0,0,21,male  ,no 
103,0,171.7,144.5,157.9,3,3,19,female,no 
74,0,165.3,198.5,208.5,1,0,40,female,no 
146,23,149.6,239.8,293.5,0,4,28,male  ,no 
102,0,271.1,172,169.2,0,5,25,male  ,no 
122,0,119.3,223.9,211.9,2,0,25,female,no 
97,0,215.3,242.4,279.8,0,9,35,male  ,no 
113,34,44.9,134.2,168.4,1,3,31,male  ,no 
102,0,174.5,213.7,164.7,4,0,37,male  ,no 
107,0,146.9,114.3,114.5,3,5,36,female,no 
76,0,204,225.1,240.3,0,5,26,male  ,no 
62,0,245.3,122.9,228.4,0,0,34,male  ,no 
108,25,170.7,109.9,165.7,3,1,31,male  ,no 
87,22,263.8,103.4,208.1,3,0,40,female,no 
48,0,197.7,136.7,244.4,4,0,29,female,no 
123,0,166.9,221.8,243.9,3,4,35,male  ,no 
76,0,143.7,173.1,239.1,1,0,65,male  ,no 
85,37,229.6,132.3,211.9,2,0,37,female,no 
112,16,221.6,130.2,200,1,0,58,female,no 
65,0,187.9,157.6,227.3,1,0,36,female,no 
143,0,155.4,290.9,228.4,0,5,21,female,no 
37,0,221,204.5,118,4,0,38,male  ,no 
162,0,184.5,224,180.5,0,0,32,female,no 
149,20,264.4,219.6,200.4,0,3,28,male  ,no 
68,0,157.3,220.9,218.9,0,0,71,male  ,no 
44,0,202.6,163,268.1,0,3,21,female,no 
13,31,265.3,147.6,259.3,0,1,32,male  ,no 
96,26,175.8,206.6,178,2,0,63,female,no 
76,0,204.2,292.6,244.3,0,2,36,male  ,no 
128,32,222.9,262,191.4,0,4,67,female,no 
85,0,209.8,194.5,200.4,0,0,47,female,no 
15,0,135.2,152.5,224.8,2,5,19,male  ,no 
85,29,144.6,140,165.4,1,3,31,female,no 
86,0,124.1,202.6,289.6,3,8,42,male  ,no 
48,43,172,200.2,233.1,0,0,43,female,no 
53,0,168.8,220.3,154.3,0,0,18,female,no 
87,0,58,67.5,185.9,0,3,53,male  ,no 
87,28,151.4,152.4,250.1,1,0,22,male  ,no 
99,0,124.6,146.4,169.4,1,6,18,male  ,no 
166,0,203.4,167.7,132,2,5,41,female,no 
125,0,191.6,205.6,210.2,0,0,30,female,no 
28,0,236.8,167.1,280.2,0,3,40,male  ,no 
80,0,197.6,164.5,94,1,6,50,female,no 
92,0,196.5,190,163.2,2,0,25,male  ,no 
93,0,164.9,210.4,229.4,0,0,34,male  ,no 
1,30,183.1,232.6,248.3,0,2,23,female,no 
127,0,218.6,149.9,204.6,2,0,34,female,no 
72,0,109.1,115.7,295.8,0,6,34,female,no 
89,35,174.4,196.7,127.4,1,3,32,male  ,no 
168,42,97.4,203.6,173.9,2,2,29,male  ,no 
105,0,146.4,225.1,230.1,0,0,32,female,no 
184,12,200.3,253.6,149.3,0,0,26,male  ,no 
113,0,150.1,200.1,266.7,2,3,50,male  ,no 
136,24,174.6,176.6,214.4,2,0,30,female,no 
